acceptedTaxonKey,acceptedScientificName,Classification,n_climate,n_totaal,perc_climate
2227375,Cambarus robustus,Cfb,98,359,0.27298050139275765
8949465,Faxonius cristavarius,Cfb,20,53,0.37735849056603776
2227371,Cambarus angularis,Cfb,2,34,0.058823529411764705
4312658,Austropotamobius pallipes,Cfb,15260,16444,0.9279980540014595
2227325,Cambarus reburrus,Cfb,46,61,0.7540983606557377
4417558,Cherax destructor,Cfb,746,1780,0.4191011235955056
9483743,Cambarus appalachiensis,Cfb,23,29,0.7931034482758621
4648468,Euastacus simplex,Cfb,19,19,1
4648498,Euastacus spinifer,Cfb,109,210,0.5190476190476191
4648493,Euastacus neohirsutus,Cfb,28,31,0.9032258064516129
4648470,Euastacus yanga,Cfb,90,92,0.9782608695652174
4648491,Euastacus hirsutus,Cfb,18,20,0.9
9117484,Gramastacus lacus,Cfb,1,6,0.16666666666666666
4648495,Euastacus bidawalus,Cfb,22,22,1
4648632,Gramastacus insolitus,Cfb,3,16,0.1875
4648500,Euastacus crassus,Cfb,41,42,0.9761904761904762
4648449,Euastacus rieki,Cfb,15,16,0.9375
4648464,Euastacus reductus,Cfb,16,30,0.5333333333333333
4648487,Euastacus claytoni,Cfb,21,21,1
4648546,Engaeus orientalis,Cfb,10,11,0.9090909090909091
4648463,Euastacus dangadi,Cfb,7,44,0.1590909090909091
4648476,Euastacus australasiensis,Cfb,48,86,0.5581395348837209
4648511,Ombrastacoides professorum,Cfb,1,1,1
5789956,Astacopsis franklinii,Cfb,142,144,0.9861111111111112
5789955,Astacopsis gouldi,Cfb,729,732,0.9959016393442623
4648553,Engaeus cisternarius,Cfb,24,24,1
4648504,Spinastacoides insignis,Cfb,8,8,1
4648541,Engaeus leptorhynchus,Cfb,26,26,1
4648527,Engaeus tayatea,Cfb,24,24,1
4648497,Euastacus armatus,Cfb,256,571,0.44833625218914186
2227318,Cambarus acuminatus,Cfb,15,257,0.058365758754863814
2227381,Cambarus bartonii,Cfb,224,1114,0.20107719928186715
2227280,Procambarus blandingii,Cfb,1,184,0.005434782608695652
9006690,Faxonius forceps,Cfb,1,21,0.047619047619047616
10784309,Cambarus carinirostris,Cfb,4,34,0.11764705882352941
8721209,Faxonius juvenilis,Cfb,4,43,0.09302325581395349
2227374,Cambarus longulus,Cfb,15,145,0.10344827586206896
2227408,Cambarus asperimanus,Cfb,61,154,0.3961038961038961
2227006,Orconectes sanbornii,Cfb,5,27,0.18518518518518517
2227391,Cambarus longirostris,Cfb,39,93,0.41935483870967744
4648494,Euastacus brachythorax,Cfb,7,7,1
4648518,Ombrastacoides pulcher,Cfb,235,235,1
4648505,Spinastacoides inermis,Cfb,172,172,1
5789954,Astacopsis tricornis,Cfb,48,50,0.96
2227347,Cambarus sciotensis,Cfb,5,20,0.25
2227330,Cambarus georgiae,Cfb,23,37,0.6216216216216216
2227129,Procambarus teziutlanensis,Cfb,2,2,1
2227145,Procambarus riojai,Cfb,2,7,0.2857142857142857
2227282,Procambarus xochitlanae,Cfb,6,9,0.6666666666666666
2227304,Procambarus ortmannii,Cfb,1,2,0.5
2227293,Procambarus tlapacoyanensis,Cfb,1,1,1
8957737,Faxonius causeyi,Cfb,3,23,0.13043478260869565
8971201,Faxonius virilis,Cfb,189,2757,0.06855277475516866
4648547,Engaeus cymus,Cfb,9,9,1
4648473,Euastacus suttoni,Cfb,12,16,0.75
4648501,Euastacus sulcatus,Cfb,30,139,0.2158273381294964
2227176,Procambarus hoffmanni,Cfb,2,30,0.06666666666666667
4648469,Euastacus woiwuru,Cfb,338,374,0.9037433155080213
4648529,Engaeus lyelli,Cfb,11,12,0.9166666666666666
4648448,Euastacus yarraensis,Cfb,191,198,0.9646464646464646
4648471,Euastacus kershawi,Cfb,240,240,1
4648560,Engaeus australis,Cfb,3,5,0.6
2227344,Cambarus chasmodactylus,Cfb,16,42,0.38095238095238093
4648556,Engaeus sternalis,Cfb,9,9,1
4648559,Engaeus urostrictus,Cfb,10,10,1
4648612,Cherax dispar,Cfb,1,45,0.022222222222222223
4648552,Engaeus cunicularius,Cfb,31,34,0.9117647058823529
4648575,Geocharax falcata,Cfb,12,58,0.20689655172413793
8819510,Faxonius obscurus,Cfb,8,60,0.13333333333333333
4648492,Euastacus bispinosus,Cfb,12,88,0.13636363636363635
4648550,Engaeus sericatus,Cfb,34,55,0.6181818181818182
4648462,Euastacus neodiversus,Cfb,31,34,0.9117647058823529
2227389,Cambarus carolinus,Cfb,6,32,0.1875
4648488,Euastacus valentulus,Cfb,1,34,0.029411764705882353
2227230,Procambarus spiculifer,Cfb,1,320,0.003125
4648483,Euastacus diversus,Cfb,61,61,1
4648603,Cherax cuspidatus,Cfb,1,48,0.020833333333333332
4648516,Ombrastacoides parvicaudatus,Cfb,2,2,1
2227340,Cambarus dubius,Cfb,9,84,0.10714285714285714
9048940,Cambarus smilax,Cfb,1,4,0.25
4648531,Engaeus tuberculatus,Cfb,10,10,1
4648524,Engaeus hemicirratulus,Cfb,17,17,1
4648486,Euastacus spinichelatus,Cfb,15,16,0.9375
4648510,Ombrastacoides dissitus,Cfb,1,1,1
4648515,Ombrastacoides huonensis,Cfb,3,3,1
4648526,Engaeus affinis,Cfb,11,11,1
4648540,Engaeus disjuncticus,Cfb,4,5,0.8
4648545,Engaeus rostrogaleatus,Cfb,2,2,1
4648544,Engaeus yabbimunna,Cfb,54,54,1
4648558,Engaeus spinicaudatus,Cfb,65,65,1
4648522,Engaeus granulatus,Cfb,26,120,0.21666666666666667
4648534,Engaeus orramakunna,Cfb,57,57,1
4648554,Engaeus karnanga,Cfb,4,5,0.8
4648548,Engaeus curvisuturus,Cfb,5,5,1
4648542,Engaeus merosetosus,Cfb,9,9,1
4648530,Engaeus mallacoota,Cfb,4,4,1
4648537,Engaeus lengana,Cfb,4,4,1
4648555,Engaeus martigener,Cfb,9,9,1
4648557,Engaeus fossor,Cfb,20,21,0.9523809523809523
4648549,Engaeus mairener,Cfb,22,24,0.9166666666666666
4648551,Engaeus nulloporius,Cfb,5,5,1
5178535,Paranephrops zealandicus,Cfb,60,71,0.8450704225352113
5178536,Paranephrops planifrons,Cfb,309,310,0.9967741935483871
4648579,Geocharax tasmanicus,Cfb,33,40,0.825
10391449,Lacunicambarus diogenes,Cfb,1,424,0.0023584905660377358
4417555,Austropotamobius torrentium,Cfb,191,434,0.4400921658986175
2227328,Cambarus chaugaensis,Cfb,10,44,0.22727272727272727
5789984,Cambarus eeseeohensis,Cfb,1,12,0.08333333333333333
4648539,Engaeus quadrimanus,Cfb,7,9,0.7777777777777778
4648519,Ombrastacoides asperrimanus,Cfb,1,1,1
4648513,Ombrastacoides brevirostris,Cfb,2,2,1
4648466,Euastacus polysetosus,Cfb,15,16,0.9375
4648517,Ombrastacoides denisoni,Cfb,1,1,1
4648503,Spinastacoides catinipalmus,Cfb,3,3,1
4648561,Engaeus laevis,Cfb,21,22,0.9545454545454546
4648533,Engaeus victoriensis,Cfb,4,4,1
4648523,Engaeus phyllocercus,Cfb,5,5,1
4648562,Engaeus fultoni,Cfb,3,3,1
2227239,Procambarus cuetzalanae,Cfb,2,11,0.18181818181818182
2227437,Cambarellus montezumae,Cfb,14,324,0.043209876543209874
2227135,Procambarus mexicanus,Cfb,3,24,0.125
4648454,Euastacus guwinus,Cfb,3,3,1
8979506,Faxonius rusticus,Cfb,1,3471,2.881014116969173e-4
5789945,Virilastacus araucanius,Cfb,1,1,1
9164533,Faxonius spinosus,Cfb,1,50,0.02
2224029,Parastacus nicoleti,Cfb,2,2,1
4648512,Ombrastacoides ingressus,Cfb,1,1,1
4648450,Euastacus clarkae,Cfb,20,20,1
5789951,Astacoides granulimanus,Cfb,4,5,0.8
4648472,Euastacus dharawalus,Cfb,5,5,1
4648509,Ombrastacoides decemdentatus,Cfb,1,1,1
4648595,Cherax cainii,Cfb,1,28,0.03571428571428571
2227343,Cambarus veteranus,Cfb,1,1,1
2227395,Cambarus nerterius,Cfb,1,4,0.25
2227366,Cambarus tuckasegee,Cfb,8,9,0.8888888888888888
5789991,Cambarus johni,Cfb,7,81,0.08641975308641975
8876410,Parastacus fluviatilis,Cfb,4,7,0.5714285714285714
2227321,Cambarus howardi,Cfb,1,89,0.011235955056179775
2227123,Distocambarus crockeri,Cfb,1,43,0.023255813953488372
9866892,Cambarus franklini,Cfb,1,28,0.03571428571428571
4648456,Euastacus dalagarbe,Cfb,3,6,0.5
9587986,Euastacus vesper,Cfb,8,8,1
4648459,Euastacus jagabar,Cfb,2,3,0.6666666666666666
4648465,Euastacus gamilaroi,Cfb,24,25,0.96
5789943,Euastacus pilosus,Cfb,1,7,0.14285714285714285
2224037,Samastacus spinifrons,Cfb,9,9,1
9191054,Austropotamobius fulcisianus,Cfb,3,5,0.6
5789929,Cherax leckii,Cfb,1,1,1
4648484,Euastacus jagara,Cfb,1,1,1
8937674,Euastacus angustus,Cfb,1,1,1
8930656,Faxonius immunis,Cfb,5,207,0.024154589371980676
2227309,Procambarus fallax,Cfb,6,39,0.15384615384615385
8813162,Euastacus binzayedi,Cfb,1,1,1
2227401,Cambarus parrishi,Cfb,1,18,0.05555555555555555
4648514,Ombrastacoides leptomerus,Cfb,1,4,0.25
4648604,Cherax tenuimanus,Cfb,1,6,0.16666666666666666
